steming_data,Score,Sentiment
bk twitter gue lihat kayak kiamaat kayak negara besok bubar twitter tuh cocok naikin tensi darah lihat klakuannya bikin emosi hehehe,-1,Negatif
muncul,0,Netral
wkwk dasar,0,Netral
negara rusak wowo bela sih wowo,0,Netral
sesuai,1,Positif
banding buruk salah satu bagus,-2,Negatif
ternak mulyono darah daging,0,Netral
gila gue,0,Netral
didik aman potong apa kip aman hilang tinjau biar salah sasar,-3,Negatif
komentar hapus tuh,-1,Negatif
gua revisi langsung the point nyebut sarkas paham komen gua awal gua langsung sebutin sensi jabat konoha,-4,Negatif
laahh masuk tuntut demo cok orang demo pastiii isi komentar isu ampas aset hapal,-6,Negatif
kocak kocak kocak sambung sambung gilir gua jelasin sambung minimal baca balas komen sesi isi dua doang,-8,Negatif
ya abang hapus komen awal,0,Netral
ya masuk notif komen revisi gua buka balaesan komen notif muncul tiktok,-1,Negatif
milu dengar dapat masuk harga sembako mulu loker contoh isu ampas aset keras dengar pilih suara,-1,Negatif
baca tuntut demo mahasiswa abang situ isu ampas aset loh coba baca ya template bangetlaaah komentar ampas aset loh tuntut demonyaaa,-5,Negatif
baca gua sarkas suara rakyat demo calon kampanye gua spesifik periode doang depan,-2,Negatif
hati,0,Netral
mahasiswa demo perintah urus,-1,Negatif
tau sih masuk demo,-3,Negatif
iya urus juang kokk pilih pantau salah bela,-1,Negatif
cair mah budgeting curiga buzzer pantesan digalakin anggar buzzer efek parah bro doktrin pikir dominan user tiktok,-3,Negatif
sumpah butuh edukasi plis,-1,Negatif
edukasi susah realitanya konten kreator edukasi kalah konten bodoh miris nalar kritis masyarakat tip hilang,-4,Negatif
sih,0,Netral
edukasi buzzer pikir cari cuan cair cair cair nyiprat sumpah manusia rendah,-5,Negatif
rilllll,0,Netral
susah gmpng dibd hin wowo perintah susah bayar buzzer pasti orang cari makan uang susah,-4,Negatif
kak baca nih bantu diringkasin lupa baca abissssssss oh iya btw kak buzzer sumpah allah wkwk,0,Netral
kak banget,1,Positif
tiktok akses orang kak kencengin buzzer tiktk,0,Netral
capek kak bacainnya,0,Netral
mesti berisik tiktok ya biar tenggelemin buzzers,0,Netral
target masif kali diarahin naikin postingan indonesiagelap,0,Netral
fb boomer paham tiktok opini putar buzzer nasi kotak settingan argumen bagus,-2,Negatif
ya iya bikin akun tiktok ratus mudah kayak bikin akun sosmed mudah buzzer tiktok buzzer bayar komentar,-2,Negatif
nyetir orang rakus mudah abang banding nyetir orang pintar,0,Netral
buzzer orang polos makan omong buzzer,-4,Negatif
plus guna tiktok banyak pikir ya publik ya gitudeh,4,Positif
tiktok banya simpanse awkwakawkw,0,Netral
beda smdnya kak banyak orang orang beda kali banyak pemikiranya kritis,-3,Negatif
yang asli baca baca,0,Netral
demoin,0,Netral
tebak komennya buzzernya komen,0,Netral
kontra gera demo kalang baby boomers lihat akun ya,2,Positif
tepat gen kali sih abang milenial umur,0,Netral
template demo ampas aset ya katai mahasewa bgtulah template bos hafal mana muncul,-1,Negatif
malas baca komentar abang,-1,Negatif
arti buzzer hubung,0,Netral
buzzer kayak suruh video bilang indonesia kasih duit perintah,-3,Negatif
buzzer akun buat kendali trending media sosial orang awam perhati bagi pihak,0,Netral
roh netizen waras waras,1,Positif
umur kerja meni,1,Positif
hah,0,Netral
pola hidup sosial orang pengaruh pikir,2,Positif
lantas hubung komentar atas,-1,Negatif
are you even know arti tanda kutip oml,0,Netral
halo buzzer nih gaji,0,Netral
wkwk,0,Netral
minimal akun asli biar gadikira buzzer,-1,Negatif
akun asli loh lihat stranger,2,Positif
gerindra sepenuh salah serang,-2,Negatif
baca konteks gue bilang buzzernya etik gue copast bilang buzzernya,0,Netral
sih mental sosialis,0,Netral
anak abah anak abah main sono kali circle orang pmarah n kaku hehe tt kmpulan orang open minded n seru hehe,-2,Negatif
pikir buka,0,Netral
mudah tuduh paham salah bentuk papar brainwash katai buzzer,-2,Negatif
ketawa habis gue lihat tiktok open minded,1,Positif
gampang tuduh akun klonengan follower bwh tuduh demo mahasiswa kemarin mahasewa demo bayar papar brainwash,-4,Negatif
umur kerja kuliah keluarga,1,Positif
pegawai sensus,1,Positif
kadang pola hidup sosial pengaruh pikir,3,Positif
ya kak mending twitter,1,Positif
ikutt,0,Netral
twitter stres gue muak politik,-3,Negatif
sabar,1,Positif
-benar,0,Netral
twit yuk buzzernya making more headache just by reading their templated word for only perak for each comment,2,Positif
kak twitter isi orang orang sok pintar kalimat ya bobot smaa buzzer nikmat hidup mending hapus sosmed sosmed,-1,Negatif
banding buruk buruk,-2,Negatif
kali bagus banding,0,Netral
buzzer a kali buzzer b,-2,Negatif
isi buzzer wkwk bayar pakai uang hrm,-1,Negatif
buka komen draining banget,1,Positif
hidup orang -orang,0,Netral
profesi hina buzzer kayak,-3,Negatif
sih difisiensikan anggar anggar buzzer,1,Positif
tuntut ya,0,Netral
anggar influencer stafsus wkwkwk dahal kerja suruh cuci otak ikut ikut,0,Netral
pajak,-1,Negatif
bilang duit nganggur,-1,Negatif
terima kasih saudara,1,Positif
kakak comment kayak uang ya aura perak comment ya aur aur banget,0,Netral
perak komen semangat banget spamming,1,Positif
au ya template banget comment ya wkwkw konten kontra perintah isi comment ya hapal narasi,3,Positif
kakak komen komen kayak uang aura perak like and komen,-1,Negatif
aura perak komentar banget bu kuat banget ya banget banget,5,Positif
abis template ya kak sama komentar punya,3,Positif
pakai template atas cuman balikin,-1,Negatif
aksi pro kontra sama buzzer abang,1,Positif
saya maaf erti sebut komentar leleh efek template buzzer,-1,Negatif
bro lupa demo pro masyarakat demo tolak kontra rugi masyarakat sok please gue lo prioritas even hidup,-5,Negatif
bilang ngelupain cuman ungkap pro kontra komentar vid dapat kau hidup hidup keluarga akuin silent majority bijak usaha keluarga ku rakyat kena dampak kau hidup dapat aksi pro kontra,-1,Negatif
thats good know hidup keluarga gue kontra aksi dapat sok lemme know ur thought,2,Positif
dude kontra komentar dapat perintah angkat bicara komentar perintah angkat bicara kemarin tuduh buzzer tuduh ternak aneh gilir komentar vid tuduh buzzer buzzer pakai akun asli dude,0,Netral
sama dapat sini baik sama salah sobat,1,Positif
ciduk,0,Netral
saya tunggu,-1,Negatif
lucu sih ciduk balikin jaman soeharto diktator ya,0,Netral
yaila takut takut,0,Netral
indak shmu,0,Netral
gerindra lihat min,1,Positif
sikap,1,Positif
pdi wkwk,0,Netral
banyak gaul dek biar mental sosmed,-1,Negatif
hati hati intel,0,Netral
mahasewa pdip anak abah aksi kamis hama negara,-1,Negatif
partaigerindra minn nih minn hama,-1,Negatif
lu demo ya,0,Netral
buzzer banteng,-2,Negatif
contoh sdm rendah,-1,Negatif
lampu merah trobos situ banteng bosss,0,Netral
akun private,0,Netral
budget buzzer kena efisiensi ya,-1,Negatif
akun polri sih kali komentar buzzer ya,0,Netral
amplop,1,Positif
hah mahasewa,-1,Negatif
ongkos buzzermu cair,-1,Negatif
buzzer teriak buzzer,-3,Negatif
lucu kritik perintah pikir kritis bela perintah buzzer,-3,Negatif
sudah anda komentar leleh,-1,Negatif
soksokan kayak kuliah,-1,Negatif
cewek masak,0,Netral
ayo,1,Positif
bayar bukti bayar gua byr,-2,Negatif
komen perak langsung cair ayo ayo semangat,2,Positif
real abang buta fakta masyarakat,-1,Negatif
ya rendah menang,0,Netral
keren sih,0,Netral
ya,1,Positif
oh demo ganti ya,0,Netral
pasang menang menang bijak bagus parah,0,Netral
who me maaf maaf voters dukung jilat perintah denial bijak jelek melek issue sosial satu ciri sdm rendah sdm rendah abang wkwkwk,-1,Negatif
titis tuhan ya paslon ganjil menang tau balik paslon ganjil sempurna bro mending ganti rakyat sih,-1,Negatif
kasih parah ngejelasin banget ganjil menang tl hk tutup nama,-1,Negatif
nope salah ya kuak eh bilang benar kambing hitam wkwkwk ya sih paslon jahat ham anak haram konstitusi yes oh langgeng dinasti politik sih wkwk,-2,Negatif
tuhan tau paslon pimpin banding paslon bela at least onar kerja,0,Netral
bang baca nih bantu diringkasin lupa baca abissssssss,0,Netral
anda,-1,Negatif
fakta,-1,Negatif
ya,1,Positif
fakta abang bukti orang debat komen mati hal,-1,Negatif
maksud gue abang,0,Netral
fakta kak orang edukasi mulut busa ngeyel,-2,Negatif
aamiinn dengar kejar intel culik info aplikasi kali,-2,Negatif
sayang demo uu ampas aset andai mahasiswa turun dpr kesah uu berani tikus korupsi,-1,Negatif
manusia non buzzer wkwkwk,1,Positif
nyata manusia paham rasa derita,-1,Negatif
indonesia surga jabat usaha,-1,Negatif
umur juang,0,Netral
jika siswa turun jalan berani bicara,1,Positif
efisiensi diperhatiin sih poin mana dana hasil efisiensi pakai danantara mana bpk audit bahaya ya,3,Positif
police inggris prancis polizia italia policia spanyol polizie jerman politi denmark norwegia polis turki swedia finlandia damkar indonesia,0,Netral
wkwkwkw buzzer tiktok banget bjirrr,0,Netral
bhahahahaa,0,Netral
itu coba kayak,-2,Negatif
benar usaha otak,0,Netral
sibuk usaha sibuk lah perintah kocak lo gue kayak keluarga salah perintah,-3,Negatif
usaha biar kayak,-1,Negatif
woi pioneering,0,Netral
pintar biar kayak,-1,Negatif
kerja abang cuman push rank biar kayak,0,Netral
lo enak usaha,0,Netral
ya kerja,2,Positif
kerjaaa ekonomi sesuai skil,1,Positif
kayak sih,-1,Negatif
usaha doa,0,Netral
hidup sukses malas,0,Netral
muda hidup enak susah kali tentara peringkat,-2,Negatif
mknnya kayak,-1,Negatif
ya tuh tua kg nali,0,Netral
oh demo indonesia gelap kayak ya esensi demo penting ya kecewa kayak sejahtera orang kayak diam demo,-5,Negatif
kayak usaha kau cari jelek,-3,Negatif
kerja biar kayak,0,Netral
kerja,1,Positif
mu gelap,-1,Negatif
rumah,1,Positif
kau salah orang teriak indonesia gelap cuman jelekkin bantu baik,-3,Negatif
ya ain,0,Netral
biar maju,0,Netral
cuman doain ibadah komentar,2,Positif
gaya mu teriak indonesia gelap solusi indonesia,-1,Negatif
dia kantor jangkau orang -orang cari solusi bel,-1,Negatif
kau presiden tau indonesia,0,Netral
tau indonesia gelap,-2,Negatif
ya gelap segi korupsi polisi,-2,Negatif
bilang indonesia gelap,-1,Negatif
gelap kritik,-2,Negatif
doa jabat deh biar rubah indonesia ubah jabat apa salah rakyat ujung ujung,-6,Negatif
iya malam gelap,-2,Negatif
salah jabat banyak korupsi,-3,Negatif
gue jabat biar negara indonesia maju duli uang,-1,Negatif
wkwkwk orang masuk politik jahat korupsi skala jabat korupsi berani taruh,-4,Negatif
serah ah,0,Netral
wkwkwk jabat kayak omongannua,-1,Negatif
iya gue tau rubah indonesia,-1,Negatif
amin,0,Netral
iya danzonwkwkwk anying aura ya,1,Positif
luhut danzo,0,Netral
lampu nya,1,Positif
ya,1,Positif
gelap muka sih luhut,-1,Negatif
usaha kayak,-1,Negatif
fakta sakit,-2,Negatif
ya asah skil kerja tenaga kerja mu bagus mu cerah,3,Positif
iya improve lo biar komen,0,Netral
terus,0,Netral
ya bela jelasin maksud statement tolak,0,Netral
bela bilang anti kritik,-2,Negatif
halah tinggal kasih argumen bilang urus kasih argumen baik bela statement,-3,Negatif
jmb t,0,Netral
dukung opung luhut lo,1,Positif
standar ganda,-2,Negatif
akherat nyata fiksi,0,Netral
urus akherat urus pribadi mulus akherat,0,Netral
lelucon baik,-1,Negatif
adilijok,0,Netral
adil pdi,0,Netral
adilipdip adilijokowi,0,Netral
sampah jokowi,-1,Negatif
sakit hati nih ya,0,Netral
bukti brooo,-1,Negatif
manfaat,1,Positif
senang mbak,0,Netral
gila,0,Netral
ajak ajak,2,Positif
peduli pindah,0,Netral
pindah tap aku,0,Netral
ogah,-1,Negatif
peduli kali,0,Netral
enak kak situ pengin pindah rencana ya,1,Positif
truss peduli,0,Netral
peduli,0,Netral
jangkau anda biar orang peduli,-1,Negatif
eh sempak biar kau iri,-1,Negatif
amin orang,0,Netral
amin,0,Netral
alhamdulillah kak moga nular,2,Positif
ya buru buru surga,1,Positif
hang gua jabat mulut ya gua mending pindah negara bijak negara kayak kayak miskin miskin bgaimana usaha ya,-6,Negatif
orang orang rakus kantor prt -nya,0,Netral
pahlawan cita cita ya bangsa maju tikus hukum kayak,0,Netral
nyala opung ku,0,Netral
mari bangkit tetangga saya untuk juang untuk didik sehat negara anda saya kasihan,-3,Negatif
bukti masyarakat indonesia pindah kewarganegaraan,-1,Negatif
dia pria -avatar,-1,Negatif
omong kayak coba balik posisi kayak rakyat,-4,Negatif
betulll opung,0,Netral
suruh pindah,-1,Negatif
enak banget omong orang kayak,-1,Negatif
enak kayak,-1,Negatif
eneg banget sumpreng,1,Positif
iya,0,Netral
kak tenang lihat vdio,1,Positif
saudara,0,Netral
kaburajadulu real,1,Positif
duh ya,0,Netral
cokkk muda,-1,Negatif
samaaa,0,Netral
asli,1,Positif
nolak malaikat,0,Netral
llr,0,Netral
frrr piwww potong umpan,-2,Negatif
orang diaann,0,Netral
ya marak nama kaburajadulu,1,Positif
ayok bayar,0,Netral
kocak,-1,Negatif
event ya,1,Positif
gebrak,0,Netral
saking seru gue pengin pindah nih negara,0,Netral
sih mbak bilang harga gas dikalimantan,0,Netral
event gas lpg kg beli kak,-1,Negatif
seru,0,Netral
canda batas woi,-2,Negatif
masalah masalah,-2,Negatif
pagar laut,0,Netral
cari tv abang berita,-2,Negatif
tv ku rusak,0,Netral
cari internet,-1,Negatif
tau ya,0,Netral
yoi alih,0,Netral
pagar laut entar bahas video,1,Positif
indonesia darurat,0,Netral
pagar laut pt ya nama honor keluarga honor,1,Positif
tambah nih pertamina ngalihin,1,Positif
rill plis up komen,0,Netral
transfer t pagar laut,0,Netral
tv bahas,1,Positif
ya,1,Positif
bukan,-1,Negatif
bisa,0,Netral
sekolah ku dpet samsek,1,Positif
sleman gunungkidul,0,Netral
gunungkidul mu bang,0,Netral
wonosari,0,Netral
kaltim ibukota ya,1,Positif
oke gas oke gas,0,Netral
makan siang korup,-1,Negatif
indonesia sih emas,0,Netral
indonesia emas jalan,0,Netral
lmaooo,0,Netral
minyak ges minyak ges,0,Netral
mbak a woi,0,Netral
whahaha,0,Netral
tubuh notip,-1,Negatif
anjjj jians,0,Netral
rumah gue nih,1,Positif
gue stock,0,Netral
khusira,0,Netral
kaget ya sist,1,Positif
grace fruples,0,Netral
mengapa beb,0,Netral
saya peluk jir,-3,Negatif
ingat darurat kepala gajah radak kocak wak kepala gede banget kayak ledak,-2,Negatif
hahahahahahahha nyata,0,Netral
b tsa nessa,0,Netral
kayak rasai,0,Netral
kake gua rasai jaman ya soeharto enak jaman ya soeharto,0,Netral
ya suruh harto hidup noh,0,Netral
oh enak ya utang negara enak,0,Netral
banding utang zaman soeharto zaman jokowi hah,-1,Negatif
adu banding pas utang soeharto,-1,Negatif
langgar ham enak banget kah,1,Positif
cih bagus soeharto,0,Netral
anda rasa,-2,Negatif
dek gue lahir puas,2,Positif
lahir scroll tiktok cuy umur mah anak anaklu lihat bapak umur scroll tiktok,1,Positif
suka suka gue,0,Netral
aku memberitahumu fakta -fakta pria panas,-1,Negatif
sorry panas nama orang tua,-2,Negatif
lucu hahaha lupa sopan santun,0,Netral
sopan santun om,0,Netral
adab orang nganggur,0,Netral
iya enak mes utang negara gampang,-1,Negatif
kelas,-1,Negatif
saudara,0,Netral
smk hadir,0,Netral
saudara,0,Netral
kiw adek kelas,-1,Negatif
hehe,0,Netral
pls pengin pindah america,-1,Negatif
gue mah tetangga belah syukur banget,1,Positif
banget tutup alih,0,Netral
hanya anjjj,-1,Negatif
banyak,0,Netral
terkadang tinggal diindo buruk,0,Netral
tetap cari batman,0,Netral
raka butuh gue,-1,Negatif
alternatenya carcer city,0,Netral
gotham city indonesia negara kota,-1,Negatif
logika gotham city kayak loberty city vibes ya gelap indonesia kayak kayak gotham city beda indonesia negara,-4,Negatif
bebas,-1,Negatif
butuh vigilante indonesia jir,-2,Negatif
roofott,0,Netral
mereka butuh,-1,Negatif
batman ya garuda man,0,Netral
gotham city medan rel,0,Netral
spedermen,0,Netral
anjir,0,Netral
gue batman,0,Netral
i batman,0,Netral
kocak kena orang dekat sedih senang benci cmiiw,-3,Negatif
btw vigilante ya simpel kayak batman teror nekat pindahin alam kayak punisher kejam gue duga suka kayak the purge cmiiw,-3,Negatif
abang makek jas,0,Netral
normal biar tutup,0,Netral
negara lucu,0,Netral
mardian,0,Netral
aspirasi disosmed akses susah dengar demo,0,Netral
demo cuman media jarang ngeliput demo,-2,Negatif
memang demo dengar,0,Netral
tuh jakarta sorot media,0,Netral
berita,-1,Negatif
cucum pusing muak capek erti,-2,Negatif
demo katai sewa malas,-2,Negatif
sarkas kudet,0,Netral
percaya sih berita detiknews,0,Netral
okey,0,Netral
drop gegara antri,-2,Negatif
saya sang beli gas ya nyaman beli gas pulang pulang rumah -tiba jatuh,0,Netral
kata saudara laki -laki,-1,Negatif
lihat vt,1,Positif
antri cctvny,0,Netral
baca berita ya malas,-1,Negatif
baca telen mentah berita tuh,-1,Negatif
apa kagak orang posisi drtd,-2,Negatif
verif pangkal salah cctv antri,-1,Negatif
antri loh,0,Netral
tinggal antre tinggal rumah sakit diviralkan kompol widya wartawan senin,0,Netral
percaya baca berita percaya,1,Positif
iya kaget ya antri,1,Positif
korban kak,-1,Negatif
maksudnyaa korban ya,0,Netral
gue lihat berita tv nasional wawancara tetangga ya bolak pakai ktp drop pas pulang antar pulang tetangga ya,3,Positif
iya antri dah tinggal gara gara lelah cari gas langka ya ketemu pangkal ibu suruh ambil ktp itu antr tetangga mah dah jadi,-8,Negatif
selesai,0,Netral
ya tuhan ketik ketik ya,3,Positif
bang huruf i a jarak ya lo ya typo,1,Positif
haiiiiiii,0,Netral
pindah negara,0,Netral
minggu event ya ettt,1,Positif
perintah cari solusi doang,0,Netral
pusing ih besok sekolah ah,0,Netral
jadi takut,0,Netral
takut kayak event kemarin,-1,Negatif
paman gas paman gas,-2,Negatif
serius harga lpg kaltim tembus woiii,1,Positif
pusing jepang dag,-1,Negatif
masuk gebrak,-1,Negatif
gusur woe,-1,Negatif
presiden asih arah tanggal febaruari kemarin ecer jual gas kg nmun pantau mmbenahi ssaran harga sesuai,2,Positif
wkwkwkwk ya allah lahir wni,3,Positif
residen,0,Netral
pentol laper deh,-1,Negatif
ganti smuanya,0,Netral
gue hidup kalimantan harga gas kg kisar,0,Netral
ah gaikutan serah indonesia,0,Netral
kemarin cuman bayar,0,Netral
makassar harga ya rban kg ya,3,Positif
sekar turun jalan mahasiswa kak sipil muak,0,Netral
terima kasih baca,1,Positif
nemu standar makan gizi protein minimal porsi standar porsi sayur sesuai butuh,-2,Negatif
